Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio
140204;LAMBAYEQUE;FERREÑAFE;MANUEL ANTONIO MESONES MURO;96.9;474.0;452.0;6.4;19.8;48.8;25.0;15.9;15.5;52.0;16.6
140205;LAMBAYEQUE;FERREÑAFE;PITIPO;97.6;484.0;466.0;3.2;27.2;39.0;30.6;12.3;20.2;42.2;25.3
140206;LAMBAYEQUE;FERREÑAFE;PUEBLO NUEVO;92.5;497.0;485.0;2.8;22.2;35.1;39.9;8.3;16.4;41.1;34.1
140301;LAMBAYEQUE;LAMBAYEQUE;LAMBAYEQUE;96.1;493.0;472.0;2.1;22.6;42.5;32.8;11.7;18.0;41.4;28.8
140302;LAMBAYEQUE;LAMBAYEQUE;CHOCHOPE;100.0;428.0;364.0;7.1;67.9;14.3;10.7;64.3;7.1;25.0;3.6
140303;LAMBAYEQUE;LAMBAYEQUE;ILLIMO;95.9;462.0;446.0;1.9;34.3;49.8;14.1;17.8;20.7;42.8;18.7
140304;LAMBAYEQUE;LAMBAYEQUE;JAYANCA;95.0;464.0;435.0;2.9;37.0;41.8;18.3;18.8;25.3;40.1;15.8
140305;LAMBAYEQUE;LAMBAYEQUE;MOCHUMI;96.8;474.0;451.0;2.6;33.6;36.6;27.2;15.5;21.7;42.6;20.2
140306;LAMBAYEQUE;LAMBAYEQUE;MORROPE;97.3;444.0;421.0;8.3;44.4;34.1;13.2;26.9;25.1;34.0;14.1
140307;LAMBAYEQUE;LAMBAYEQUE;MOTUPE;95.8;462.0;435.0;4.8;37.0;39.4;18.7;20.7;24.0;39.2;16.1
140308;LAMBAYEQUE;LAMBAYEQUE;OLMOS;93.5;446.0;414.0;9.3;41.9;34.7;14.1;26.3;25.5;36.8;11.4
140309;LAMBAYEQUE;LAMBAYEQUE;PACORA;97.5;447.0;416.0;9.0;38.3;41.5;11.2;21.8;29.3;39.5;9.4
140310;LAMBAYEQUE;LAMBAYEQUE;SALAS;96.8;445.0;420.0;7.0;45.5;34.2;13.3;23.9;27.4;37.8;10.9
140311;LAMBAYEQUE;LAMBAYEQUE;SAN JOSE;96.7;478.0;468.0;3.2;28.2;43.2;25.3;13.3;20.1;36.8;29.8
140312;LAMBAYEQUE;LAMBAYEQUE;TUCUME;92.7;467.0;442.0;3.6;33.5;45.1;17.8;15.0;28.1;38.8;18.1
150101;LIMA;LIMA;LIMA;95.5;509.0;489.0;1.7;17.4;39.0;41.9;8.1;16.4;40.6;34.8
150102;LIMA;LIMA;ANCON;95.8;495.0;474.0;2.0;22.6;40.7;34.7;11.3;18.4;42.1;28.2
150103;LIMA;LIMA;ATE;93.7;502.0;485.0;1.4;19.9;41.2;37.4;8.2;17.5;41.3;33.0
150104;LIMA;LIMA;BARRANCO;96.7;533.0;519.0;0.3;10.9;34.8;54.1;4.8;11.1;35.9;48.1
150105;LIMA;LIMA;BREÑA;97.9;529.0;509.0;0.9;12.7;31.3;55.1;6.7;12.2;35.7;45.3
150106;LIMA;LIMA;CARABAYLLO;93.0;496.0;477.0;1.7;20.9;42.8;34.7;9.6;18.4;42.0;30.0
150107;LIMA;LIMA;CHACLACAYO;94.5;508.0;495.0;0.6;17.1;41.3;41.0;6.1;16.3;39.7;37.8
150108;LIMA;LIMA;CHORRILLOS;95.5;520.0;509.0;1.2;13.1;38.0;47.6;6.1;12.8;37.6;43.5
150109;LIMA;LIMA;CIENEGUILLA;96.8;501.0;484.0;2.1;19.7;41.5;36.7;7.5;17.5;42.1;33.0
150110;LIMA;LIMA;COMAS;94.9;505.0;483.0;1.6;18.2;40.1;40.1;9.4;17.0;40.7;32.9
150111;LIMA;LIMA;EL AGUSTINO;93.4;498.0;476.0;2.4;20.8;41.0;35.9;10.2;17.7;41.7;30.4
150112;LIMA;LIMA;INDEPENDENCIA;92.4;495.0;471.0;2.8;23.0;39.0;35.2;11.0;19.0;41.5;28.4
150113;LIMA;LIMA;JESUS MARIA;97.0;540.0;521.0;0.2;8.3;31.7;59.7;3.9;10.7;36.0;49.4
150114;LIMA;LIMA;LA MOLINA;96.7;538.0;525.0;0.9;8.6;31.8;58.7;3.2;9.2;37.3;50.3
150115;LIMA;LIMA;LA VICTORIA;95.2;499.0;475.0;1.8;20.5;41.3;36.4;10.1;17.4;42.9;29.7
150116;LIMA;LIMA;LINCE;96.3;527.0;514.0;0.3;12.7;34.8;52.3;6.3;11.2;37.1;45.4
150117;LIMA;LIMA;LOS OLIVOS;95.6;516.0;494.0;1.3;15.0;37.5;46.2;7.5;15.6;40.0;37.0
150118;LIMA;LIMA;LURIGANCHO;95.7;499.0;479.0;1.6;19.9;43.5;34.9;9.3;16.9;43.3;30.5
150119;LIMA;LIMA;LURIN;93.4;495.0;465.0;1.9;21.4;43.3;33.4;11.0;20.9;43.3;24.9
150120;LIMA;LIMA;MAGDALENA DEL MAR;96.6;527.0;508.0;1.6;10.2;36.4;51.8;4.9;13.0;40.1;42.0
150121;LIMA;LIMA;PUEBLO LIBRE;96.3;536.0;523.0;0.9;10.4;29.5;59.1;4.7;10.6;33.4;51.3
150122;LIMA;LIMA;MIRAFLORES;97.0;554.0;543.0;0.4;6.5;27.0;66.1;2.1;7.1;31.1;59.6
150123;LIMA;LIMA;PACHACAMAC;96.0;496.0;475.0;1.6;21.0;43.6;33.8;8.2;20.7;41.9;29.2
150124;LIMA;LIMA;PUCUSANA;96.7;483.0;461.0;1.2;26.9;44.3;27.5;9.3;25.9;43.1;21.7
150125;LIMA;LIMA;PUENTE PIEDRA;96.1;502.0;482.0;1.5;18.7;42.3;37.5;8.8;16.9;42.4;31.8
150126;LIMA;LIMA;PUNTA HERMOSA;95.8;482.0;454.0;0.7;32.4;44.9;22.1;15.4;23.5;38.2;22.8
150127;LIMA;LIMA;PUNTA NEGRA;92.8;495.0;464.0;0.8;23.3;43.6;32.3;12.1;20.7;43.5;23.7
150128;LIMA;LIMA;RIMAC;94.1;498.0;474.0;2.6;21.6;38.7;37.1;12.2;16.7;40.7;30.5
150129;LIMA;LIMA;SAN BARTOLO;98.0;493.0;459.0;0.0;25.8;42.9;31.3;8.8;25.1;43.5;22.6
150130;LIMA;LIMA;SAN BORJA;96.7;542.0;529.0;0.4;7.9;31.7;60.0;3.2;9.8;36.8;50.3
150131;LIMA;LIMA;SAN ISIDRO;97.3;562.0;550.0;0.1;5.1;25.0;69.9;1.5;5.8;30.9;61.8
150132;LIMA;LIMA;SAN JUAN DE LURIGANCHO;94.2;501.0;482.0;1.7;19.3;42.4;36.6;8.8;17.7;41.2;32.3
150133;LIMA;LIMA;SAN JUAN DE MIRAFLORES;94.0;499.0;475.0;2.1;19.7;41.8;36.4;9.6;17.7;43.7;29.0
150134;LIMA;LIMA;SAN LUIS;92.7;518.0;502.0;0.9;15.6;37.0;46.5;6.2;12.8;41.9;39.1
150135;LIMA;LIMA;SAN MARTIN DE PORRES;92.8;504.0;478.0;1.5;18.8;40.8;38.9;9.7;17.9;41.4;30.9
150136;LIMA;LIMA;SAN MIGUEL;92.6;532.0;515.0;1.1;8.8;34.6;55.5;5.3;11.9;36.0;46.8
150137;LIMA;LIMA;SANTA ANITA;94.8;510.0;492.0;1.1;15.6;41.1;42.3;7.0;15.7;40.5;36.8
150138;LIMA;LIMA;SANTA MARIA DEL MAR;100.0;547.0;532.0;0.0;0.0;37.5;62.5;12.5;0.0;25.0;62.5
150139;LIMA;LIMA;SANTA ROSA;87.0;492.0;462.0;1.3;23.2;43.1;32.4;13.5;24.8;33.6;28.2
150140;LIMA;LIMA;SANTIAGO DE SURCO;96.7;541.0;532.0;0.7;8.8;29.8;60.6;3.7;8.8;33.9;53.6
150141;LIMA;LIMA;SURQUILLO;96.0;538.0;520.0;1.1;9.5;32.2;57.2;4.1;9.7;36.6;49.5
150142;LIMA;LIMA;VILLA EL SALVADOR;93.4;498.0;472.0;1.9;20.6;42.3;35.3;10.2;19.6;42.3;28.0
150143;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;94.0;496.0;473.0;2.1;19.7;43.8;34.3;9.8;19.9;41.5;28.8
150201;LIMA;BARRANCA;BARRANCA;95.0;501.0;481.0;1.6;18.3;43.7;36.4;9.2;17.0;40.6;33.1
150202;LIMA;BARRANCA;PARAMONGA;96.4;484.0;457.0;3.3;23.3;46.1;27.3;14.8;20.2;41.8;23.2
150203;LIMA;BARRANCA;PATIVILCA;97.7;472.0;456.0;5.1;30.9;41.6;22.4;16.6;19.4;42.2;21.8
150204;LIMA;BARRANCA;SUPE;98.8;481.0;455.0;2.9;29.0;40.6;27.6;14.1;23.2;40.4;22.2
150205;LIMA;BARRANCA;SUPE PUERTO;97.0;474.0;465.0;4.8;27.7;44.5;23.0;11.0;28.1;34.7;26.2
150301;LIMA;CAJATAMBO;CAJATAMBO;100.0;497.0;493.0;0.0;17.4;51.9;30.8;4.4;16.9;47.9;30.8
150302;LIMA;CAJATAMBO;COPA;100.0;437.0;377.0;0.0;50.0;40.0;10.0;30.0;40.0;30.0;0.0
150303;LIMA;CAJATAMBO;GORGOR;95.2;477.0;448.0;10.3;25.4;34.1;30.2;26.2;9.5;34.9;29.4
150304;LIMA;CAJATAMBO;HUANCAPON;100.0;446.0;424.0;0.0;41.7;50.0;8.3;16.7;41.7;25.0;16.7
150305;LIMA;CAJATAMBO;MANAS;100.0;467.0;444.0;0.0;40.0;40.0;20.0;0.0;20.0;80.0;0.0
150401;LIMA;CANTA;CANTA;93.3;488.0;447.0;3.5;24.3;46.5;25.7;13.9;29.2;31.9;25.0
150402;LIMA;CANTA;ARAHUAY;100.0;479.0;434.0;0.0;50.0;25.0;25.0;0.0;25.0;75.0;0.0
150403;LIMA;CANTA;HUAMANTANGA;100.0;425.0;395.0;0.0;60.0;40.0;0.0;40.0;20.0;40.0;0.0
150404;LIMA;CANTA;HUAROS;100.0;457.0;413.0;0.0;50.0;25.0;25.0;37.5;12.5;37.5;12.5
150405;LIMA;CANTA;LACHAQUI;100.0;495.0;477.0;0.0;40.0;30.0;30.0;0.0;20.0;60.0;20.0
150407;LIMA;CANTA;SANTA ROSA DE QUIVES;95.4;499.0;483.0;1.2;22.8;33.7;42.2;11.6;16.5;37.1;34.8
150501;LIMA;CAÑETE;SAN VICENTE DE CAÑETE;97.0;499.0;481.0;1.9;20.0;42.4;35.7;10.5;16.2;41.2;32.1
150502;LIMA;CAÑETE;ASIA;95.9;500.0;492.0;1.2;25.2;36.1;37.5;10.0;16.1;39.6;34.3
150503;LIMA;CAÑETE;CALANGO;100.0;525.0;536.0;4.5;13.6;22.7;59.1;18.2;0.0;22.7;59.1
150504;LIMA;CAÑETE;CERRO AZUL;93.6;472.0;453.0;2.6;33.3;43.8;20.4;13.7;21.2;43.7;21.4
150505;LIMA;CAÑETE;CHILCA;96.2;489.0;464.0;2.4;24.7;42.5;30.4;12.5;19.8;43.8;23.9
150506;LIMA;CAÑETE;COAYLLO;100.0;464.0;473.0;0.0;38.9;38.9;22.2;5.6;27.8;33.3;33.3
150507;LIMA;CAÑETE;IMPERIAL;96.3;492.0;482.0;1.4;22.3;44.7;31.5;10.1;15.8;42.3;31.9
150508;LIMA;CAÑETE;LUNAHUANA;98.1;506.0;525.0;0.0;15.7;48.8;35.5;1.9;21.5;29.3;47.3
150509;LIMA;CAÑETE;MALA;96.2;502.0;492.0;2.0;19.7;41.5;36.8;7.9;17.8;38.9;35.3
150510;LIMA;CAÑETE;NUEVO IMPERIAL;95.1;494.0;483.0;2.0;25.7;38.3;34.0;13.1;15.8;36.1;35.0
150511;LIMA;CAÑETE;PACARAN;100.0;478.0;449.0;10.0;22.5;30.0;37.5;22.5;25.0;32.5;20.0
150512;LIMA;CAÑETE;QUILMANA;95.5;487.0;471.0;2.8;24.3;44.0;28.9;14.2;16.1;39.9;29.7
150513;LIMA;CAÑETE;SAN ANTONIO;94.9;522.0;530.0;1.3;6.7;48.0;44.0;1.3;8.0;41.3;49.3
150514;LIMA;CAÑETE;SAN LUIS;97.6;488.0;474.0;1.9;23.6;45.5;29.0;14.6;16.1;40.5;28.7
150515;LIMA;CAÑETE;SANTA CRUZ DE FLORES;100.0;496.0;489.0;0.0;29.4;38.2;32.4;11.8;14.7;38.2;35.3
150516;LIMA;CAÑETE;ZUÑIGA;100.0;516.0;532.0;0.0;6.3;56.3;37.5;0.0;12.5;50.0;37.5
150601;LIMA;HUARAL;HUARAL;95.9;498.0;479.0;1.5;20.8;43.4;34.3;9.4;18.6;41.2;30.9
150602;LIMA;HUARAL;ATAVILLOS ALTO;75.0;;;;;;;;;;
150603;LIMA;HUARAL;ATAVILLOS BAJO;90.9;454.0;394.0;0.0;70.0;10.0;20.0;40.0;20.0;30.0;10.0
150604;LIMA;HUARAL;AUCALLAMA;95.9;471.0;444.0;3.1;35.1;39.9;21.9;21.0;20.6;38.1;20.3
150605;LIMA;HUARAL;CHANCAY;97.0;493.0;473.0;2.2;23.0;41.8;33.0;11.3;19.0;40.8;28.9
150606;LIMA;HUARAL;IHUARI;90.5;526.0;505.0;0.0;15.5;32.1;52.4;0.0;21.4;51.2;27.4
150608;LIMA;HUARAL;PACARAOS;100.0;459.0;429.0;0.0;66.7;0.0;33.3;16.7;50.0;0.0;33.3
150609;LIMA;HUARAL;SAN MIGUEL DE ACOS;78.6;;;;;;;;;;
150612;LIMA;HUARAL;VEINTISIETE DE NOVIEMBRE;87.5;463.0;444.0;0.0;42.9;42.9;14.3;0.0;57.1;28.6;14.3
150701;LIMA;HUAROCHIRÍ;MATUCANA;93.7;480.0;459.0;1.4;26.6;47.0;25.1;15.2;22.7;39.5;22.7
150702;LIMA;HUAROCHIRÍ;ANTIOQUIA;100.0;501.0;460.0;0.0;30.0;10.0;60.0;10.0;20.0;40.0;30.0
150703;LIMA;HUAROCHIRÍ;CALLAHUANCA;100.0;474.0;480.0;6.3;31.3;37.5;25.0;18.8;12.5;50.0;18.8
150704;LIMA;HUAROCHIRÍ;CARAMPOMA;100.0;424.0;380.0;16.7;50.0;16.7;16.7;50.0;16.7;16.7;16.7
150705;LIMA;HUAROCHIRÍ;CHICLA;90.2;499.0;467.0;0.0;26.9;38.1;35.0;8.2;24.1;51.6;16.0
150706;LIMA;HUAROCHIRÍ;CUENCA;100.0;452.0;427.0;0.0;50.0;50.0;0.0;25.0;25.0;50.0;0.0
150709;LIMA;HUAROCHIRÍ;HUAROCHIRI;93.8;432.0;414.0;6.7;53.3;26.7;13.3;26.7;33.3;20.0;20.0
150710;LIMA;HUAROCHIRÍ;LAHUAYTAMBO;83.3;532.0;526.0;0.0;0.0;40.0;60.0;0.0;0.0;40.0;60.0
150711;LIMA;HUAROCHIRÍ;LANGA;100.0;517.0;472.0;0.0;16.7;25.0;58.3;25.0;8.3;25.0;41.7
150713;LIMA;HUAROCHIRÍ;MARIATANA;96.7;471.0;469.0;3.3;26.7;41.7;28.3;16.7;23.3;35.0;25.0
150714;LIMA;HUAROCHIRÍ;RICARDO PALMA;93.3;476.0;443.0;0.9;35.9;37.0;26.2;18.9;21.7;41.6;17.9
150715;LIMA;HUAROCHIRÍ;SAN ANDRES DE TUPICOCHA;100.0;460.0;478.0;0.0;41.7;50.0;8.3;0.0;25.0;50.0;25.0
150716;LIMA;HUAROCHIRÍ;SAN ANTONIO;94.7;489.0;472.0;1.5;25.0;43.3;30.2;10.7;19.1;42.6;27.6
150717;LIMA;HUAROCHIRÍ;SAN BARTOLOMÉ;80.0;465.0;443.0;0.0;37.5;25.0;37.5;12.5;37.5;37.5;12.5
150718;LIMA;HUAROCHIRÍ;SAN DAMIAN;94.7;433.0;418.0;16.7;44.4;16.7;22.2;22.2;38.9;27.8;11.1
150719;LIMA;HUAROCHIRÍ;SAN JUAN DE IRIS;100.0;498.0;479.0;0.0;16.7;50.0;33.3;0.0;16.7;50.0;33.3
150721;LIMA;HUAROCHIRÍ;SAN LORENZO DE QUINTI;100.0;496.0;457.0;0.0;30.8;30.8;38.5;15.4;23.1;30.8;30.8
150722;LIMA;HUAROCHIRÍ;SAN MATEO;98.7;485.0;455.0;1.3;19.5;53.2;26.0;10.4;26.0;48.1;15.6
150723;LIMA;HUAROCHIRÍ;SAN MATEO DE OTAO;100.0;446.0;456.0;7.7;46.2;30.8;15.4;7.7;38.5;30.8;23.1
150727;LIMA;HUAROCHIRÍ;SANTA CRUZ DE COCACHACRA;90.5;491.0;462.0;0.0;31.6;30.3;38.2;10.4;26.5;35.9;27.1
150728;LIMA;HUAROCHIRÍ;SANTA EULALIA;94.3;486.0;468.0;2.9;30.3;36.0;30.8;15.0;19.7;34.6;30.7
150731;LIMA;HUAROCHIRÍ;SANTO DOMINGO DE LOS OLLEROS;93.1;477.0;448.0;3.7;29.7;41.1;25.4;17.1;19.8;45.1;18.0
150732;LIMA;HUAROCHIRÍ;SURCO;100.0;470.0;474.0;0.0;33.3;46.7;20.0;6.7;6.7;66.7;20.0
150801;LIMA;HUAURA;HUACHO;96.1;504.0;478.0;1.3;19.5;39.8;39.5;8.8;19.0;42.6;29.6
150802;LIMA;HUAURA;AMBAR;100.0;435.0;398.0;10.5;47.4;36.8;5.3;34.0;22.0;38.3;5.7
150803;LIMA;HUAURA;CALETA DE CARQUIN;91.3;486.0;463.0;2.8;22.0;50.7;24.5;11.1;25.0;41.0;23.0
150805;LIMA;HUAURA;HUALMAY;95.6;494.0;471.0;1.5;24.1;39.5;34.9;10.2;20.9;40.1;28.7
150806;LIMA;HUAURA;HUAURA;95.9;482.0;459.0;2.2;28.1;43.9;25.8;12.4;22.2;41.3;24.0
150807;LIMA;HUAURA;LEONCIO PRADO;100.0;448.0;407.0;7.1;42.9;28.6;21.4;35.7;7.1;35.7;21.4
150808;LIMA;HUAURA;PACCHO;93.3;441.0;434.0;7.5;49.2;36.7;6.7;15.0;29.2;41.7;14.2
150809;LIMA;HUAURA;SANTA LEONOR;100.0;449.0;399.0;10.0;45.0;20.0;25.0;35.0;30.0;20.0;15.0
150810;LIMA;HUAURA;SANTA MARIA;95.7;503.0;487.0;0.4;18.0;45.5;36.1;7.6;18.3;39.5;34.6
150811;LIMA;HUAURA;SAYAN;97.3;473.0;449.0;3.0;32.4;42.0;22.7;15.3;22.0;45.1;17.6
150812;LIMA;HUAURA;VEGUETA;97.6;484.0;460.0;2.0;26.1;44.7;27.2;10.4;22.9;42.7;24.0
150901;LIMA;OYÓN;OYON;98.4;510.0;517.0;1.6;20.6;37.0;40.9;8.0;9.2;32.4;50.4
150903;LIMA;OYÓN;CAUJUL;100.0;418.0;353.0;28.6;28.6;42.9;0.0;57.1;28.6;14.3;0.0
150904;LIMA;OYÓN;COCHAMARCA;100.0;448.0;413.0;0.0;42.9;42.9;14.3;28.6;28.6;21.4;21.4
150905;LIMA;OYÓN;NAVAN;100.0;478.0;423.0;0.0;20.0;60.0;20.0;40.0;20.0;20.0;20.0
150906;LIMA;OYÓN;PACHANGARA;98.3;492.0;473.0;3.7;20.9;34.7;40.7;10.7;20.9;34.2;34.2
151001;LIMA;YAUYOS;YAUYOS;100.0;505.0;504.0;0.0;33.3;22.2;44.4;5.6;11.1;50.0;33.3
151003;LIMA;YAUYOS;ALLAUCA;100.0;455.0;420.0;0.0;60.0;20.0;20.0;20.0;40.0;20.0;20.0
151004;LIMA;YAUYOS;AYAVIRI;100.0;453.0;453.0;12.5;25.0;37.5;25.0;12.5;37.5;25.0;25.0
151006;LIMA;YAUYOS;CACRA;85.7;396.0;375.0;33.3;50.0;16.7;0.0;50.0;16.7;33.3;0.0
151008;LIMA;YAUYOS;CATAHUASI;100.0;457.0;418.0;12.5;29.2;33.3;25.0;16.7;37.5;29.2;16.7
151009;LIMA;YAUYOS;CHOCOS;83.3;430.0;397.0;0.0;75.0;25.0;0.0;25.0;25.0;50.0;0.0
151011;LIMA;YAUYOS;COLONIA;89.5;454.0;427.0;0.0;43.2;51.6;5.3;5.3;44.2;40.0;10.5
151013;LIMA;YAUYOS;HUAMPARÁ;100.0;464.0;444.0;0.0;40.0;60.0;0.0;0.0;40.0;60.0;0.0
151014;LIMA;YAUYOS;HUANCAYA;81.8;509.0;520.0;0.0;11.1;55.6;33.3;0.0;11.1;55.6;33.3
151015;LIMA;YAUYOS;HUANGASCAR;87.5;463.0;444.0;0.0;42.9;42.9;14.3;14.3;42.9;28.6;14.3
151016;LIMA;YAUYOS;HUANTAN;85.7;444.0;449.0;0.0;50.0;50.0;0.0;8.3;25.0;58.3;8.3
151017;LIMA;YAUYOS;HUÁÑEC;100.0;443.0;411.0;0.0;50.0;50.0;0.0;25.0;25.0;50.0;0.0
151018;LIMA;YAUYOS;LARAOS;77.8;;;;;;;;;;
151019;LIMA;YAUYOS;LINCHA;100.0;390.0;326.0;0.0;100.0;0.0;0.0;57.1;42.9;0.0;0.0
151022;LIMA;YAUYOS;OMAS;100.0;499.0;538.0;0.0;33.3;0.0;66.7;16.7;16.7;0.0;66.7
151023;LIMA;YAUYOS;PUTINZA;100.0;464.0;470.0;0.0;50.0;33.3;16.7;16.7;16.7;50.0;16.7
151028;LIMA;YAUYOS;TANTA;100.0;380.0;398.0;33.3;66.7;0.0;0.0;33.3;33.3;33.3;0.0
151030;LIMA;YAUYOS;TOMAS;100.0;483.0;477.0;0.0;25.0;50.0;25.0;0.0;50.0;25.0;25.0
151032;LIMA;YAUYOS;VIÑAC;100.0;464.0;436.0;9.1;18.2;54.5;18.2;36.4;9.1;27.3;27.3
160101;LORETO;MAYNAS;IQUITOS;94.6;474.0;423.0;5.4;31.3;36.0;27.3;23.7;27.2;36.8;12.3
160102;LORETO;MAYNAS;ALTO NANAY;47.5;;;;;;;;;;
160103;LORETO;MAYNAS;FERNANDO LORES;94.2;422.0;373.0;16.0;49.1;25.1;9.8;42.7;27.9;25.3;4.1
160104;LORETO;MAYNAS;INDIANA;86.6;383.0;323.0;30.7;55.5;10.2;3.6;67.9;20.3;10.9;0.9
160105;LORETO;MAYNAS;LAS AMAZONAS;69.1;;;;;;;;;;
160106;LORETO;MAYNAS;MAZAN;86.0;367.0;307.0;39.3;49.3;8.9;2.5;74.5;18.6;6.4;0.4
160107;LORETO;MAYNAS;NAPO;84.0;366.0;303.0;44.4;45.8;7.7;2.1;78.1;16.0;5.2;0.7
160108;LORETO;MAYNAS;PUNCHANA;87.6;431.0;384.0;14.4;44.2;28.1;13.3;39.6;26.8;28.4;5.2
160110;LORETO;MAYNAS;TORRES CAUSANA;84.2;383.0;314.0;18.9;75.4;5.7;0.0;65.6;34.4;0.0;0.0
160112;LORETO;MAYNAS;BELEN;90.8;434.0;381.0;14.1;44.9;27.9;13.2;39.1;28.2;27.8;4.9
160113;LORETO;MAYNAS;SAN JUAN BAUTISTA;89.9;433.0;381.0;12.0;46.3;29.8;11.8;38.3;32.0;25.4;4.2
160201;LORETO;ALTO AMAZONAS;YURIMAGUAS;93.3;454.0;411.0;9.7;39.3;30.6;20.4;31.1;25.8;30.9;12.2
160202;LORETO;ALTO AMAZONAS;BALSAPUERTO;91.1;370.0;299.0;32.1;59.3;7.6;1.0;89.4;6.5;4.1;0.0
160205;LORETO;ALTO AMAZONAS;JEBEROS;96.1;374.0;348.0;35.1;56.8;6.8;1.4;58.1;28.3;12.2;1.4
160206;LORETO;ALTO AMAZONAS;LAGUNAS;90.0;422.0;379.0;17.8;43.9;25.9;12.4;44.5;25.0;24.3;6.1
160210;LORETO;ALTO AMAZONAS;SANTA CRUZ;92.2;382.0;325.0;29.4;56.1;13.3;1.3;69.2;20.4;10.4;0.0
160211;LORETO;ALTO AMAZONAS;TENIENTE CESAR LOPEZ ROJAS;92.8;391.0;347.0;22.5;55.8;16.1;5.5;59.6;19.6;18.5;2.3
160301;LORETO;LORETO;NAUTA;93.3;410.0;357.0;22.3;47.7;23.0;7.0;53.4;25.4;18.0;3.2
160302;LORETO;LORETO;PARINARI;88.2;400.0;367.0;25.7;48.2;21.2;4.9;50.4;21.9;23.9;3.7
160303;LORETO;LORETO;TIGRE;89.3;368.0;306.0;37.2;53.5;8.7;0.6;78.0;12.9;8.5;0.6
160304;LORETO;LORETO;TROMPETEROS;83.5;371.0;313.0;39.0;51.8;8.6;0.6;78.6;13.1;8.2;0.0
160305;LORETO;LORETO;URARINAS;80.4;372.0;315.0;39.1;47.6;11.2;2.1;73.9;16.0;10.1;0.0
160401;LORETO;MARISCAL RAMÓN CASTILLA;RAMON CASTILLA;83.9;395.0;342.0;24.6;54.5;16.9;4.0;57.6;24.8;15.6;2.0
160402;LORETO;MARISCAL RAMÓN CASTILLA;PEBAS;86.6;396.0;348.0;25.6;54.7;15.3;4.4;59.8;22.7;16.3;1.2
160403;LORETO;MARISCAL RAMÓN CASTILLA;YAVARI;75.2;;;;;;;;;;
160404;LORETO;MARISCAL RAMÓN CASTILLA;SAN PABLO;81.6;388.0;337.0;27.2;56.9;13.1;2.8;66.6;18.8;13.6;1.0
160501;LORETO;REQUENA;REQUENA;71.5;;;;;;;;;;
160502;LORETO;REQUENA;ALTO TAPICHE;73.7;;;;;;;;;;
160503;LORETO;REQUENA;CAPELO;81.5;346.0;309.0;49.9;45.7;4.4;0.0;77.5;15.6;6.9;0.0
160504;LORETO;REQUENA;EMILIO SAN MARTIN;84.5;359.0;312.0;41.1;51.2;7.1;0.6;76.5;16.1;7.5;0.0
160505;LORETO;REQUENA;MAQUIA;75.8;;;;;;;;;;
160506;LORETO;REQUENA;PUINAHUA;82.3;388.0;344.0;29.1;56.4;9.8;4.7;64.9;19.4;9.8;5.9
160507;LORETO;REQUENA;SAQUENA;89.7;387.0;352.0;21.8;68.3;8.5;1.4;53.3;30.8;16.0;0.0
160508;LORETO;REQUENA;SOPLIN;71.4;;;;;;;;;;
160509;LORETO;REQUENA;TAPICHE;78.9;;;;;;;;;;
160510;LORETO;REQUENA;JENARO HERRERA;86.6;456.0;448.0;6.8;34.0;46.3;13.0;20.6;12.8;50.8;15.8
160511;LORETO;REQUENA;YAQUERANA;100.0;379.0;319.0;31.8;50.0;18.2;0.0;59.1;31.8;9.1;0.0
160601;LORETO;UCAYALI;CONTAMANA;91.6;418.0;369.0;18.7;47.0;23.7;10.5;48.2;24.9;23.4;3.5
160602;LORETO;UCAYALI;INAHUAYA;87.1;419.0;360.0;16.1;50.8;25.9;7.1;52.7;18.3;25.4;3.6
160603;LORETO;UCAYALI;PADRE MARQUEZ;94.0;446.0;429.0;15.3;40.3;14.3;30.0;46.7;7.0;8.3;38.0
160604;LORETO;UCAYALI;PAMPA HERMOSA;93.9;400.0;344.0;26.1;52.1;15.8;6.0;61.7;22.2;13.5;2.6
160605;LORETO;UCAYALI;SARAYACU;87.2;393.0;354.0;24.5;54.6;17.5;3.4;59.9;18.8;16.9;4.4
160606;LORETO;UCAYALI;VARGAS GUERRA;85.5;394.0;341.0;28.4;47.4;17.3;6.9;55.5;27.4;13.1;4.0
160701;LORETO;DATEM DEL MARAÑÓN;BARRANCA;91.6;411.0;359.0;25.8;42.4;21.0;10.7;56.1;18.0;18.5;7.3
160702;LORETO;DATEM DEL MARAÑÓN;CAHUAPANAS;97.3;349.0;278.0;55.7;44.3;0.0;0.0;97.3;2.7;0.0;0.0
160703;LORETO;DATEM DEL MARAÑÓN;MANSERICHE;88.3;402.0;354.0;18.7;59.9;18.2;3.2;56.9;21.5;19.1;2.5
160704;LORETO;DATEM DEL MARAÑÓN;MORONA;89.4;378.0;336.0;33.9;51.7;14.4;0.0;64.4;21.4;14.2;0.0
160705;LORETO;DATEM DEL MARAÑÓN;PASTAZA;83.6;366.0;308.0;38.4;51.5;10.1;0.0;71.1;16.0;11.5;1.4
