Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio
010601;AMAZONAS;RODRÍGUEZ DE MENDOZA;SAN NICOLAS;97.6;497.0;488.0;9.1;19.0;26.4;45.5;9.9;15.7;38.9;35.5
010602;AMAZONAS;RODRÍGUEZ DE MENDOZA;CHIRIMOTO;94.4;480.0;474.0;4.3;28.7;30.0;36.9;1.9;23.1;48.1;26.9
010603;AMAZONAS;RODRÍGUEZ DE MENDOZA;COCHAMAL;100.0;561.0;573.0;0.0;0.0;14.3;85.7;0.0;0.0;28.6;71.4
010604;AMAZONAS;RODRÍGUEZ DE MENDOZA;HUAMBO;100.0;492.0;489.0;7.4;18.5;44.4;29.6;7.4;14.8;37.0;40.7
010605;AMAZONAS;RODRÍGUEZ DE MENDOZA;LIMABAMBA;100.0;549.0;558.0;9.1;0.0;27.3;63.6;0.0;0.0;45.0;55.0
010606;AMAZONAS;RODRÍGUEZ DE MENDOZA;LONGAR;100.0;474.0;480.0;14.2;19.0;19.1;47.7;23.7;9.5;38.1;28.7
010607;AMAZONAS;RODRÍGUEZ DE MENDOZA;MARISCAL BENAVIDES;100.0;592.0;599.0;0.0;0.0;10.0;90.0;0.0;0.0;10.0;90.0
010608;AMAZONAS;RODRÍGUEZ DE MENDOZA;MILPUC;80.0;411.0;425.0;25.0;25.0;25.0;25.0;25.0;0.0;75.0;0.0
010609;AMAZONAS;RODRÍGUEZ DE MENDOZA;OMIA;100.0;476.0;478.0;12.4;24.4;33.2;30.1;9.3;18.9;39.0;32.8
010612;AMAZONAS;RODRÍGUEZ DE MENDOZA;VISTA ALEGRE;100.0;441.0;461.0;12.0;38.1;31.0;18.8;7.2;28.8;40.5;23.5
010701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;96.8;462.0;465.0;10.6;32.2;32.4;24.9;8.6;23.3;45.3;22.8
010702;AMAZONAS;UTCUBAMBA;CAJARURO;97.2;450.0;450.0;12.9;35.2;31.3;20.5;11.3;27.4;44.8;16.5
010703;AMAZONAS;UTCUBAMBA;CUMBA;98.5;449.0;463.0;16.3;30.7;28.5;24.5;11.9;23.8;37.5;26.8
010704;AMAZONAS;UTCUBAMBA;EL MILAGRO;97.4;420.0;421.0;19.2;42.2;28.7;9.9;22.0;34.8;29.7;13.5
010705;AMAZONAS;UTCUBAMBA;JAMALCA;97.9;505.0;493.0;8.4;23.1;25.6;42.8;9.0;18.5;33.6;38.8
010706;AMAZONAS;UTCUBAMBA;LONYA GRANDE;97.0;468.0;476.0;8.0;30.1;34.7;27.3;9.3;22.8;40.5;27.4
010707;AMAZONAS;UTCUBAMBA;YAMON;96.6;446.0;448.0;17.3;31.7;30.0;21.0;10.2;27.1;46.8;15.9
020101;ÁNCASH;HUARAZ;HUARAZ;98.7;493.0;487.0;9.1;23.2;27.6;40.1;7.7;19.4;38.6;34.3
020102;ÁNCASH;HUARAZ;COCHABAMBA;100.0;354.0;339.0;62.0;19.0;19.0;0.0;71.6;14.2;9.5;4.7
020104;ÁNCASH;HUARAZ;HUANCHAY;100.0;478.0;453.0;15.4;15.4;23.1;46.2;23.1;15.4;23.1;38.5
020105;ÁNCASH;HUARAZ;INDEPENDENCIA;99.0;503.0;494.0;4.3;21.7;31.7;42.4;4.4;16.9;44.9;33.8
020106;ÁNCASH;HUARAZ;JANGAS;100.0;398.0;398.0;35.8;39.3;19.6;5.3;28.6;39.3;26.8;5.3
020107;ÁNCASH;HUARAZ;LA LIBERTAD;100.0;386.0;395.0;45.0;24.1;13.8;17.2;38.0;31.1;13.7;17.2
020108;ÁNCASH;HUARAZ;OLLEROS;100.0;436.0;420.0;21.5;25.0;39.2;14.3;32.2;17.8;42.9;7.1
020109;ÁNCASH;HUARAZ;PAMPAS GRANDE;100.0;439.0;422.0;0.0;50.0;41.7;8.3;8.3;58.3;33.3;0.0
020110;ÁNCASH;HUARAZ;PARIACOTO;98.9;411.0;418.0;33.2;32.1;16.8;17.9;28.7;24.1;33.8;13.4
020111;ÁNCASH;HUARAZ;PIRA;100.0;388.0;378.0;39.9;40.0;16.7;3.4;43.3;36.7;16.7;3.4
020112;ÁNCASH;HUARAZ;TARICA;98.8;430.0;427.0;22.3;35.1;26.3;16.3;18.6;31.3;37.6;12.5
020201;ÁNCASH;AIJA;AIJA;100.0;446.0;461.0;12.6;31.3;40.5;15.6;15.7;21.9;34.3;28.1
020202;ÁNCASH;AIJA;CORIS;100.0;389.0;359.0;29.3;41.6;25.0;4.1;54.3;20.7;25.0;0.0
020203;ÁNCASH;AIJA;HUACLLAN;100.0;458.0;426.0;0.0;50.0;50.0;0.0;0.0;50.0;50.0;0.0
020204;ÁNCASH;AIJA;LA MERCED;100.0;403.0;412.0;35.4;29.5;17.6;17.6;35.4;17.7;41.1;5.8
020205;ÁNCASH;AIJA;SUCCHA;100.0;478.0;492.0;0.0;20.0;60.0;20.0;0.0;20.0;40.0;40.0
020301;ÁNCASH;ANTONIO RAIMONDI;LLAMELLIN;96.3;417.0;421.0;18.3;52.3;21.0;8.4;12.5;41.7;35.3;10.5
020302;ÁNCASH;ANTONIO RAIMONDI;ACZO;100.0;435.0;412.0;29.0;22.6;19.3;29.0;22.6;35.5;38.7;3.2
020303;ÁNCASH;ANTONIO RAIMONDI;CHACCHO;89.7;452.0;442.0;11.5;34.6;30.8;23.1;19.2;23.1;34.6;23.1
020304;ÁNCASH;ANTONIO RAIMONDI;CHINGAS;96.0;445.0;429.0;19.6;37.5;20.4;22.5;13.0;35.8;38.9;12.2
020305;ÁNCASH;ANTONIO RAIMONDI;MIRGAS;100.0;360.0;354.0;55.9;32.2;10.2;1.7;54.3;32.2;13.5;0.0
020306;ÁNCASH;ANTONIO RAIMONDI;SAN JUAN DE RONTOY;92.9;401.0;396.0;35.4;31.1;26.3;7.1;18.6;38.3;43.1;0.0
020401;ÁNCASH;ASUNCIÓN;CHACAS;98.6;503.0;493.0;9.1;21.6;27.6;41.7;1.5;21.6;44.5;32.4
020402;ÁNCASH;ASUNCIÓN;ACOCHACA;100.0;443.0;483.0;11.8;39.1;37.3;11.8;5.9;17.7;45.0;31.4
020501;ÁNCASH;BOLOGNESI;CHIQUIAN;98.8;499.0;496.0;5.7;25.1;26.5;42.7;2.7;21.1;41.7;34.4
020503;ÁNCASH;BOLOGNESI;ANTONIO RAYMONDI;94.1;423.0;453.0;23.2;30.4;38.4;8.0;0.0;37.6;54.4;8.0
020504;ÁNCASH;BOLOGNESI;AQUIA;95.8;440.0;423.0;18.6;33.5;28.9;19.0;14.5;33.1;47.9;4.5
020505;ÁNCASH;BOLOGNESI;CAJACAY;100.0;493.0;508.0;0.0;9.1;63.7;27.2;0.0;0.0;54.6;45.4
020507;ÁNCASH;BOLOGNESI;COLQUIOC;100.0;565.0;544.0;6.1;12.1;15.2;66.7;6.1;3.0;33.3;57.6
020508;ÁNCASH;BOLOGNESI;HUALLANCA;95.3;448.0;459.0;13.6;33.0;35.5;18.0;13.8;23.3;39.4;23.5
020509;ÁNCASH;BOLOGNESI;HUASTA;100.0;470.0;438.0;11.7;17.6;35.4;35.3;11.7;35.3;35.2;17.7
020510;ÁNCASH;BOLOGNESI;HUAYLLACAYAN;100.0;493.0;493.0;21.3;14.2;21.5;43.1;14.2;14.2;28.5;43.1
020511;ÁNCASH;BOLOGNESI;LA PRIMAVERA;100.0;402.0;357.0;37.5;37.5;12.5;12.5;37.5;50.0;12.5;0.0
020512;ÁNCASH;BOLOGNESI;MANGAS;100.0;529.0;509.0;0.0;28.6;14.3;57.1;0.0;14.3;42.9;42.9
020513;ÁNCASH;BOLOGNESI;PACLLON;100.0;478.0;510.0;0.0;46.1;30.8;23.1;0.0;15.4;38.4;46.2
020514;ÁNCASH;BOLOGNESI;SAN MIGUEL DE CORPANQUI;100.0;502.0;543.0;0.0;16.7;33.3;50.0;0.0;16.7;50.0;33.3
020515;ÁNCASH;BOLOGNESI;TICLLOS;100.0;473.0;474.0;0.0;20.0;60.0;20.0;0.0;0.0;100.0;0.0
020601;ÁNCASH;CARHUAZ;CARHUAZ;99.0;446.0;458.0;19.0;30.3;26.3;24.5;12.7;23.0;41.3;22.9
020602;ÁNCASH;CARHUAZ;ACOPAMPA;88.6;495.0;503.0;0.0;17.2;55.2;27.6;0.0;6.9;65.5;27.6
020603;ÁNCASH;CARHUAZ;AMASHCA;100.0;404.0;454.0;22.2;66.7;11.1;0.0;0.0;33.3;55.6;11.1
020604;ÁNCASH;CARHUAZ;ANTA;96.0;501.0;498.0;12.5;20.8;20.8;45.8;8.3;12.5;45.8;33.3
020605;ÁNCASH;CARHUAZ;ATAQUERO;96.3;345.0;346.0;62.8;25.8;7.7;3.7;55.1;26.5;18.4;0.0
020606;ÁNCASH;CARHUAZ;MARCARA;98.0;401.0;406.0;32.4;36.3;23.5;7.9;27.1;32.4;35.3;5.2
020607;ÁNCASH;CARHUAZ;PARIAHUANCA;100.0;470.0;483.0;6.7;33.3;33.3;26.7;0.0;13.3;73.3;13.3
020608;ÁNCASH;CARHUAZ;SAN MIGUEL DE ACO;100.0;454.0;470.0;12.8;35.9;30.8;20.5;2.6;30.8;41.0;25.6
020609;ÁNCASH;CARHUAZ;SHILLA;100.0;418.0;429.0;26.1;30.4;30.4;13.0;8.7;47.8;34.8;8.7
020610;ÁNCASH;CARHUAZ;TINCO;98.0;383.0;386.0;41.1;37.8;21.1;0.0;35.1;38.9;23.7;2.3
020611;ÁNCASH;CARHUAZ;YUNGAR;95.5;473.0;480.0;12.3;31.9;17.1;38.7;2.4;24.6;51.1;21.9
020701;ÁNCASH;CARLOS FERMÍN FITZCARRAL;SAN LUIS;100.0;434.0;450.0;17.7;35.4;31.6;15.3;13.9;21.1;47.9;17.2
020702;ÁNCASH;CARLOS FERMÍN FITZCARRAL;SAN NICOLAS;100.0;416.0;410.0;23.1;46.1;19.2;11.6;19.2;40.4;36.5;3.8
020703;ÁNCASH;CARLOS FERMÍN FITZCARRAL;YAUYA;98.8;386.0;391.0;46.0;22.7;21.3;10.0;47.3;13.9;25.0;13.8
020801;ÁNCASH;CASMA;CASMA;97.7;472.0;474.0;9.4;30.4;33.4;26.8;6.3;24.9;42.8;26.0
020802;ÁNCASH;CASMA;BUENA VISTA ALTA;91.5;448.0;451.0;19.8;29.7;24.4;26.1;12.6;27.3;42.5;17.6
020803;ÁNCASH;CASMA;COMANDANTE NOEL;87.0;428.0;444.0;11.8;54.8;24.8;8.7;13.1;22.6;55.7;8.7
020804;ÁNCASH;CASMA;YAUTAN;96.8;438.0;451.0;20.6;31.5;28.9;19.1;16.3;20.3;43.7;19.7
020901;ÁNCASH;CORONGO;CORONGO;100.0;499.0;472.0;0.0;26.7;30.0;43.3;3.3;26.7;43.3;26.7
020902;ÁNCASH;CORONGO;ACO;100.0;498.0;446.0;25.0;25.0;0.0;50.0;25.0;25.0;0.0;50.0
020903;ÁNCASH;CORONGO;BAMBAS;100.0;410.0;396.0;33.3;22.2;33.3;11.1;44.4;11.1;33.3;11.1
020904;ÁNCASH;CORONGO;CUSCA;100.0;466.0;473.0;19.2;22.8;26.3;31.6;15.8;15.8;35.1;33.4
020905;ÁNCASH;CORONGO;LA PAMPA;100.0;410.0;406.0;33.3;46.7;6.7;13.3;46.7;13.3;26.7;13.3
020906;ÁNCASH;CORONGO;YANAC;100.0;439.0;386.0;20.0;20.0;40.0;20.0;40.0;20.0;40.0;0.0
020907;ÁNCASH;CORONGO;YUPAN;100.0;482.0;410.0;12.5;37.5;12.5;37.5;37.5;25.0;37.5;0.0
021001;ÁNCASH;HUARI;HUARI;90.9;;;;;;;;;;
021002;ÁNCASH;HUARI;ANRA;97.3;374.0;369.0;39.0;44.1;16.9;0.0;44.3;38.8;11.2;5.8
021003;ÁNCASH;HUARI;CAJAY;100.0;400.0;389.0;37.6;33.3;12.5;16.6;41.8;29.1;25.0;4.2
021004;ÁNCASH;HUARI;CHAVIN DE HUANTAR;99.0;498.0;534.0;8.9;20.7;27.7;42.7;7.9;7.9;28.7;55.6
021005;ÁNCASH;HUARI;HUACACHI;96.7;467.0;475.0;13.9;42.9;3.6;39.6;13.9;6.9;39.6;39.6
021006;ÁNCASH;HUARI;HUACCHIS;100.0;388.0;422.0;34.3;40.0;20.0;5.7;20.0;37.1;28.6;14.3
021007;ÁNCASH;HUARI;HUACHIS;54.3;;;;;;;;;;
021008;ÁNCASH;HUARI;HUANTAR;100.0;425.0;418.0;15.5;46.1;30.8;7.7;12.9;51.3;25.6;10.2
021009;ÁNCASH;HUARI;MASIN;91.3;464.0;425.0;16.1;25.2;30.6;28.1;17.7;35.1;42.7;4.5
021010;ÁNCASH;HUARI;PAUCAS;100.0;362.0;356.0;64.9;18.9;10.8;5.4;59.5;24.3;16.2;0.0
021011;ÁNCASH;HUARI;PONTO;100.0;444.0;423.0;8.3;50.0;33.3;8.3;0.0;58.3;33.3;8.3
021012;ÁNCASH;HUARI;RAHUAPAMPA;100.0;526.0;525.0;0.0;20.0;40.0;40.0;0.0;10.0;45.0;45.0
021013;ÁNCASH;HUARI;RAPAYAN;100.0;463.0;465.0;12.9;29.1;38.7;19.4;16.1;3.3;54.9;25.8
021014;ÁNCASH;HUARI;SAN MARCOS;97.9;439.0;432.0;17.7;28.4;39.4;14.6;15.0;28.8;44.8;11.4
021015;ÁNCASH;HUARI;SAN PEDRO DE CHANA;96.8;406.0;395.0;32.4;39.6;18.1;10.0;27.0;46.7;18.3;8.0
021016;ÁNCASH;HUARI;UCO;100.0;458.0;520.0;5.2;42.1;36.9;15.7;5.2;0.0;52.6;42.1
021101;ÁNCASH;HUARMEY;HUARMEY;98.7;476.0;473.0;9.2;26.0;33.4;31.4;7.9;22.4;42.2;27.5
021103;ÁNCASH;HUARMEY;CULEBRAS;100.0;464.0;439.0;15.1;25.0;35.0;25.0;11.7;33.4;39.9;15.0
021104;ÁNCASH;HUARMEY;HUAYAN;100.0;432.0;450.0;12.5;43.8;37.5;6.3;12.5;25.0;43.8;18.8
021105;ÁNCASH;HUARMEY;MALVAS;100.0;498.0;557.0;0.0;16.7;50.0;33.3;0.0;0.0;50.0;50.0
021201;ÁNCASH;HUAYLAS;CARAZ;98.5;433.0;424.0;23.4;32.6;24.4;19.7;21.2;30.7;37.0;11.1
021202;ÁNCASH;HUAYLAS;HUALLANCA;100.0;375.0;374.0;40.0;60.0;0.0;0.0;20.0;70.0;10.0;0.0
021203;ÁNCASH;HUAYLAS;HUATA;93.8;404.0;430.0;22.5;54.3;20.0;3.1;22.5;17.5;60.0;0.0
021204;ÁNCASH;HUAYLAS;HUAYLAS;100.0;457.0;454.0;16.7;33.3;16.7;33.3;8.3;41.7;16.7;33.3
021205;ÁNCASH;HUAYLAS;MATO;100.0;392.0;368.0;33.3;44.4;18.5;3.7;48.1;33.3;18.5;0.0
021206;ÁNCASH;HUAYLAS;PAMPAROMAS;98.7;375.0;383.0;49.4;25.6;17.1;7.9;41.5;26.8;26.4;5.3
021207;ÁNCASH;HUAYLAS;PUEBLO LIBRE;100.0;399.0;417.0;44.9;25.3;18.4;11.5;19.5;35.7;35.6;9.2
021208;ÁNCASH;HUAYLAS;SANTA CRUZ;96.6;371.0;374.0;44.0;39.7;12.3;4.0;38.0;40.8;18.9;2.4
021209;ÁNCASH;HUAYLAS;SANTO TORIBIO;100.0;461.0;436.0;20.0;20.0;40.0;20.0;20.0;30.0;30.0;20.0
021210;ÁNCASH;HUAYLAS;YURACMARCA;98.4;400.0;392.0;40.1;26.7;19.9;13.3;36.8;26.7;26.5;9.9
021302;ÁNCASH;MARISCAL LUZURIAGA;CASCA;100.0;334.0;335.0;79.5;18.4;2.0;0.0;65.3;30.6;4.1;0.0
021303;ÁNCASH;MARISCAL LUZURIAGA;ELEAZAR GUZMAN BARRON;100.0;362.0;345.0;60.6;18.2;21.2;0.0;57.6;24.2;15.2;3.0
021304;ÁNCASH;MARISCAL LUZURIAGA;FIDEL OLIVAS ESCUDERO;100.0;368.0;380.0;48.0;34.7;13.0;4.3;52.2;13.0;17.3;17.4
021305;ÁNCASH;MARISCAL LUZURIAGA;LLAMA;100.0;378.0;392.0;39.0;38.9;22.2;0.0;11.2;55.6;33.2;0.0
021307;ÁNCASH;MARISCAL LUZURIAGA;LUCMA;98.6;409.0;411.0;20.2;58.3;11.5;10.0;20.0;43.3;27.9;8.8
021308;ÁNCASH;MARISCAL LUZURIAGA;MUSGA;100.0;379.0;376.0;50.0;33.3;0.0;16.7;50.0;16.7;33.3;0.0
021401;ÁNCASH;OCROS;OCROS;100.0;457.0;482.0;0.0;30.8;61.5;7.7;0.0;0.0;76.9;23.1
021405;ÁNCASH;OCROS;COCHAS;100.0;466.0;453.0;25.0;25.0;0.0;50.0;25.0;0.0;50.0;25.0
021406;ÁNCASH;OCROS;CONGAS;100.0;406.0;380.0;33.3;40.0;13.4;13.4;46.6;20.0;26.7;6.7
021407;ÁNCASH;OCROS;LLIPA;100.0;428.0;431.0;20.0;40.0;40.0;0.0;20.0;20.0;60.0;0.0
021408;ÁNCASH;OCROS;SAN CRISTOBAL DE RAJAN;100.0;449.0;440.0;0.0;40.0;60.0;0.0;0.0;40.0;60.0;0.0
021409;ÁNCASH;OCROS;SAN PEDRO;100.0;446.0;444.0;11.1;33.3;33.3;22.2;22.2;22.2;44.4;11.1
021501;ÁNCASH;PALLASCA;CABANA;98.0;486.0;455.0;10.0;24.0;26.0;40.0;6.0;28.0;48.0;18.0
021502;ÁNCASH;PALLASCA;BOLOGNESI;100.0;423.0;433.0;28.6;35.7;21.4;14.3;21.5;21.3;50.0;7.2
021503;ÁNCASH;PALLASCA;CONCHUCOS;99.0;435.0;439.0;18.1;37.8;28.7;15.3;12.6;33.6;41.6;12.1
021504;ÁNCASH;PALLASCA;HUACASCHUQUE;100.0;401.0;428.0;41.6;41.7;0.0;16.8;17.0;17.0;58.0;8.0
021505;ÁNCASH;PALLASCA;HUANDOVAL;92.3;490.0;510.0;0.0;41.7;16.7;41.7;0.0;18.2;45.5;36.4
021506;ÁNCASH;PALLASCA;LACABAMBA;100.0;335.0;355.0;40.0;60.0;0.0;0.0;40.0;40.0;20.0;0.0
021507;ÁNCASH;PALLASCA;LLAPO;100.0;495.0;520.0;0.0;11.1;66.7;22.2;0.0;11.1;33.3;55.6
021508;ÁNCASH;PALLASCA;PALLASCA;100.0;437.0;428.0;28.1;22.0;31.9;18.0;28.1;11.0;44.5;16.3
021509;ÁNCASH;PALLASCA;PAMPAS;98.0;439.0;454.0;13.5;37.9;34.1;14.6;8.4;27.0;50.0;14.6
021510;ÁNCASH;PALLASCA;SANTA ROSA;90.9;448.0;494.0;12.5;47.5;20.0;20.0;0.0;22.5;35.0;42.5
021511;ÁNCASH;PALLASCA;TAUCA;100.0;475.0;480.0;9.9;19.7;45.0;25.4;4.0;25.5;39.2;31.3
021601;ÁNCASH;POMABAMBA;POMABAMBA;98.2;446.0;440.0;15.3;32.1;29.5;23.0;14.2;31.4;39.5;14.9
021602;ÁNCASH;POMABAMBA;HUAYLLAN;90.9;401.0;398.0;35.0;29.6;30.1;5.3;30.1;29.6;35.0;5.3
021603;ÁNCASH;POMABAMBA;PAROBAMBA;100.0;385.0;397.0;22.6;64.5;12.9;0.0;16.1;58.1;25.8;0.0
021604;ÁNCASH;POMABAMBA;QUINUABAMBA;100.0;257.0;295.0;100.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
021701;ÁNCASH;RECUAY;RECUAY;100.0;478.0;473.0;12.7;21.1;32.4;33.8;11.3;9.9;54.9;23.9
021702;ÁNCASH;RECUAY;CATAC;100.0;497.0;499.0;1.3;16.9;46.8;35.1;2.6;13.0;52.0;32.5
